,CWD_Status,Case_ID,Province,Sex,Species,Year
470,Negative,30394,Saskatchewan,Female,White-tailed Deer,2005
471,Negative,30395,Saskatchewan,Female,White-tailed Deer,2005
472,Negative,30396,Saskatchewan,Female,White-tailed Deer,2005
473,Negative,30397,Saskatchewan,Female,White-tailed Deer,2005
474,Negative,30398,Saskatchewan,Female,White-tailed Deer,2005
475,Negative,30399,Saskatchewan,Male,White-tailed Deer,2005
476,Negative,30400,Saskatchewan,Male,White-tailed Deer,2005
477,Negative,30401,Saskatchewan,Female,White-tailed Deer,2005
478,Negative,30402,Saskatchewan,Female,White-tailed Deer,2005
479,Negative,30403,Saskatchewan,Female,White-tailed Deer,2005
480,Negative,30404,Saskatchewan,Female,White-tailed Deer,2005
481,Negative,30405,Saskatchewan,Female,White-tailed Deer,2005
482,Negative,30406,Saskatchewan,Female,White-tailed Deer,2005
483,Negative,30407,Saskatchewan,Female,White-tailed Deer,2005
484,Negative,30408,Saskatchewan,Female,White-tailed Deer,2005
485,Negative,30409,Saskatchewan,Female,White-tailed Deer,2005
486,Negative,30410,Saskatchewan,Male,White-tailed Deer,2005
487,Negative,30411,Saskatchewan,Male,White-tailed Deer,2005
488,Negative,30412,Saskatchewan,Female,White-tailed Deer,2005
489,Negative,30413,Saskatchewan,Female,White-tailed Deer,2005
490,Negative,30414,Saskatchewan,Female,White-tailed Deer,2005
491,Negative,30415,Saskatchewan,Female,White-tailed Deer,2005
492,Negative,30416,Saskatchewan,Female,White-tailed Deer,2005
493,Negative,30417,Saskatchewan,Female,White-tailed Deer,2005
494,Negative,30418,Saskatchewan,Female,White-tailed Deer,2005
495,Negative,30419,Saskatchewan,Female,White-tailed Deer,2005
496,Negative,30420,Saskatchewan,Female,White-tailed Deer,2005
497,Negative,30421,Saskatchewan,Female,White-tailed Deer,2005
498,Negative,30422,Saskatchewan,Female,White-tailed Deer,2005
499,Negative,30423,Saskatchewan,Female,White-tailed Deer,2005
500,Negative,30424,Saskatchewan,Male,White-tailed Deer,2005
501,Negative,30425,Saskatchewan,Female,White-tailed Deer,2005
502,Negative,30426,Saskatchewan,Female,White-tailed Deer,2005
503,Negative,30427,Saskatchewan,Male,White-tailed Deer,2005
504,Negative,30428,Saskatchewan,Female,White-tailed Deer,2005
505,Negative,30429,Saskatchewan,Female,White-tailed Deer,2005
506,Negative,30430,Saskatchewan,Female,White-tailed Deer,2005
507,Negative,30431,Saskatchewan,Male,White-tailed Deer,2005
508,Negative,30432,Saskatchewan,Female,White-tailed Deer,2005
509,Negative,30433,Saskatchewan,Female,White-tailed Deer,2005
510,Negative,30434,Saskatchewan,Female,White-tailed Deer,2005
511,Negative,30435,Saskatchewan,Female,White-tailed Deer,2005
512,Negative,30436,Saskatchewan,Female,White-tailed Deer,2005
513,Negative,30437,Saskatchewan,Female,White-tailed Deer,2005
514,Negative,30438,Saskatchewan,Female,White-tailed Deer,2005
515,Negative,30439,Saskatchewan,Female,White-tailed Deer,2005
516,Negative,30440,Saskatchewan,Female,White-tailed Deer,2005
517,Negative,30441,Saskatchewan,Female,White-tailed Deer,2005
518,Negative,30442,Saskatchewan,Female,White-tailed Deer,2005
519,Negative,30443,Saskatchewan,Female,White-tailed Deer,2005
520,Negative,30444,Saskatchewan,Female,White-tailed Deer,2005
521,Negative,30445,Saskatchewan,Female,White-tailed Deer,2005
522,Negative,30446,Saskatchewan,Female,White-tailed Deer,2005
523,Negative,30447,Saskatchewan,Female,White-tailed Deer,2005
524,Negative,30448,Saskatchewan,Male,White-tailed Deer,2005
525,Negative,30449,Saskatchewan,Female,White-tailed Deer,2005
526,Negative,30450,Saskatchewan,Female,White-tailed Deer,2005
527,Negative,30451,Saskatchewan,Male,White-tailed Deer,2005
528,Negative,30452,Saskatchewan,Female,White-tailed Deer,2005
529,Negative,30453,Saskatchewan,Male,White-tailed Deer,2005
530,Negative,30454,Saskatchewan,Female,White-tailed Deer,2005
531,Negative,33256,Saskatchewan,Female,Mule Deer,2005
532,Negative,33257,Saskatchewan,Female,Mule Deer,2005
533,Negative,33258,Saskatchewan,Female,Mule Deer,2005
534,Negative,33259,Saskatchewan,Female,Mule Deer,2005
535,Negative,33260,Saskatchewan,Male,Mule Deer,2005
536,Negative,33261,Saskatchewan,Female,Mule Deer,2005
537,Negative,33262,Saskatchewan,Female,Mule Deer,2005
538,Negative,33263,Saskatchewan,Male,Mule Deer,2005
539,Negative,33264,Saskatchewan,Female,Mule Deer,2005
540,Negative,33265,Saskatchewan,Female,Mule Deer,2005
541,Negative,33266,Saskatchewan,Female,Mule Deer,2005
542,Negative,33267,Saskatchewan,Female,Mule Deer,2005
543,Negative,33273,Saskatchewan,Male,White-tailed Deer,2005
544,Negative,33274,Saskatchewan,Female,White-tailed Deer,2005
545,Negative,33275,Saskatchewan,Female,White-tailed Deer,2005
546,Negative,707,Alberta,Female,Mule Deer,2006
547,Negative,708,Alberta,Female,Mule Deer,2006
548,Negative,2136,Alberta,Female,Mule Deer,2006
549,Negative,2137,Alberta,Female,Mule Deer,2006
550,Negative,2138,Alberta,Female,Mule Deer,2006
551,Negative,2139,Alberta,Female,Mule Deer,2006
552,Negative,10547,Alberta,Female,White-tailed Deer,2006
553,Negative,10548,Alberta,Female,White-tailed Deer,2006
554,Negative,10549,Alberta,Female,White-tailed Deer,2006
555,Negative,13474,Alberta,Male,Mule Deer,2006
556,Negative,14556,Alberta,Male,Mule Deer,2006
557,Negative,14557,Alberta,Male,Mule Deer,2006
558,Negative,19356,Alberta,Male,White-tailed Deer,2006
559,Negative,709,Alberta,Female,Mule Deer,2006
560,Negative,710,Alberta,Female,Mule Deer,2006
561,Negative,711,Alberta,Female,Mule Deer,2006
562,Negative,712,Alberta,Female,Mule Deer,2006
563,Negative,713,Alberta,Female,Mule Deer,2006
564,Negative,714,Alberta,Female,Mule Deer,2006
565,Negative,2140,Alberta,Female,Mule Deer,2006
566,Negative,2141,Alberta,Female,Mule Deer,2006
567,Negative,2142,Alberta,Female,Mule Deer,2006
568,Negative,2143,Alberta,Female,Mule Deer,2006
569,Negative,2144,Alberta,Female,Mule Deer,2006
570,Negative,2145,Alberta,Female,Mule Deer,2006
571,Negative,2146,Alberta,Female,Mule Deer,2006
572,Negative,8720,Alberta,Female,White-tailed Deer,2006
573,Negative,10550,Alberta,Female,White-tailed Deer,2006
574,Negative,10551,Alberta,Female,White-tailed Deer,2006
575,Negative,10552,Alberta,Female,White-tailed Deer,2006
576,Negative,10553,Alberta,Female,White-tailed Deer,2006
577,Negative,13475,Alberta,Male,Mule Deer,2006
578,Negative,13476,Alberta,Male,Mule Deer,2006
579,Negative,13477,Alberta,Male,Mule Deer,2006
580,Negative,13478,Alberta,Male,Mule Deer,2006
581,Negative,14558,Alberta,Male,Mule Deer,2006
582,Negative,19357,Alberta,Male,White-tailed Deer,2006
583,Negative,19358,Alberta,Male,White-tailed Deer,2006
584,Negative,19359,Alberta,Male,White-tailed Deer,2006
585,Negative,19988,Alberta,Male,White-tailed Deer,2006
586,Negative,3150,Alberta,Female,Mule Deer,2006
587,Negative,10953,Alberta,Female,White-tailed Deer,2006
588,Negative,14697,Alberta,Male,Mule Deer,2006
589,Negative,10954,Alberta,Female,White-tailed Deer,2006
590,Negative,14728,Alberta,Male,Mule Deer,2006
591,Negative,10644,Alberta,Female,White-tailed Deer,2006
592,Negative,20060,Alberta,Male,White-tailed Deer,2006
593,Negative,11008,Alberta,Female,White-tailed Deer,2006
594,Negative,11005,Alberta,Female,White-tailed Deer,2006
595,Negative,11030,Alberta,Female,White-tailed Deer,2006
596,Negative,3186,Alberta,Female,Mule Deer,2006
597,Negative,15180,Alberta,Male,Mule Deer,2006
598,Negative,2371,Alberta,Female,Mule Deer,2006
599,Negative,2372,Alberta,Female,Mule Deer,2006
600,Negative,20395,Alberta,Male,White-tailed Deer,2006
601,Negative,11004,Alberta,Female,White-tailed Deer,2006
602,Negative,15179,Alberta,Male,Mule Deer,2006
603,Negative,2376,Alberta,Female,Mule Deer,2006
604,Negative,20380,Alberta,Male,White-tailed Deer,2006
605,Negative,20372,Alberta,Male,White-tailed Deer,2006
606,Negative,15322,Alberta,Male,Mule Deer,2006
607,Negative,20384,Alberta,Male,White-tailed Deer,2006
608,Negative,15181,Alberta,Male,Mule Deer,2006
609,Negative,15185,Alberta,Male,Mule Deer,2006
610,Negative,15184,Alberta,Male,Mule Deer,2006
611,Negative,3070,Alberta,Female,Mule Deer,2006
612,Negative,14725,Alberta,Male,Mule Deer,2006
613,Negative,14729,Alberta,Male,Mule Deer,2006
614,Negative,3221,Alberta,Female,Mule Deer,2006
615,Negative,11062,Alberta,Female,White-tailed Deer,2006
616,Negative,10918,Alberta,Female,White-tailed Deer,2006
617,Negative,20069,Alberta,Male,White-tailed Deer,2006
618,Negative,20184,Alberta,Male,White-tailed Deer,2006
619,Negative,11049,Alberta,Female,White-tailed Deer,2006
620,Negative,20437,Alberta,Male,White-tailed Deer,2006
621,Negative,15089,Alberta,Male,Mule Deer,2006
622,Negative,10655,Alberta,Female,White-tailed Deer,2006
623,Negative,15188,Alberta,Male,Mule Deer,2006
624,Negative,20393,Alberta,Male,White-tailed Deer,2006
625,Negative,15242,Alberta,Male,Mule Deer,2006
626,Negative,3135,Alberta,Female,Mule Deer,2006
627,Negative,20371,Alberta,Male,White-tailed Deer,2006
628,Negative,3157,Alberta,Female,Mule Deer,2006
629,Negative,15176,Alberta,Male,Mule Deer,2006
630,Negative,11007,Alberta,Female,White-tailed Deer,2006
631,Negative,11006,Alberta,Female,White-tailed Deer,2006
632,Negative,20385,Alberta,Male,White-tailed Deer,2006
633,Negative,15243,Alberta,Male,Mule Deer,2006
634,Negative,3158,Alberta,Female,Mule Deer,2006
635,Negative,20381,Alberta,Male,White-tailed Deer,2006
636,Negative,3156,Alberta,Female,Mule Deer,2006
637,Negative,20373,Alberta,Male,White-tailed Deer,2006
638,Negative,14730,Alberta,Male,Mule Deer,2006
639,Negative,2433,Alberta,Female,Mule Deer,2006
640,Negative,20427,Alberta,Male,White-tailed Deer,2006
641,Negative,15237,Alberta,Male,Mule Deer,2006
642,Negative,15196,Alberta,Male,Mule Deer,2006
643,Negative,3102,Alberta,Female,Mule Deer,2006
644,Negative,10669,Alberta,Female,White-tailed Deer,2006
645,Negative,20071,Alberta,Male,White-tailed Deer,2006
646,Negative,2448,Alberta,Female,Mule Deer,2006
647,Negative,2713,Alberta,Female,Mule Deer,2006
648,Negative,20369,Alberta,Male,White-tailed Deer,2006
649,Negative,10668,Alberta,Female,White-tailed Deer,2006
650,Negative,2434,Alberta,Female,Mule Deer,2006
651,Negative,20070,Alberta,Male,White-tailed Deer,2006
652,Negative,20477,Alberta,Male,White-tailed Deer,2006
653,Negative,15171,Alberta,Male,Mule Deer,2006
654,Negative,3152,Alberta,Female,Mule Deer,2006
655,Negative,15174,Alberta,Male,Mule Deer,2006
656,Negative,20448,Alberta,Male,White-tailed Deer,2006
657,Negative,20362,Alberta,Male,White-tailed Deer,2006
658,Negative,15172,Alberta,Male,Mule Deer,2006
659,Negative,3137,Alberta,Female,Mule Deer,2006
660,Negative,2259,Alberta,Female,Mule Deer,2006
661,Negative,2261,Alberta,Female,Mule Deer,2006
662,Negative,2280,Alberta,Female,Mule Deer,2006
663,Negative,2281,Alberta,Female,Mule Deer,2006
664,Negative,2282,Alberta,Female,Mule Deer,2006
665,Negative,2342,Alberta,Female,Mule Deer,2006
666,Negative,2428,Alberta,Female,Mule Deer,2006
667,Negative,2444,Alberta,Female,Mule Deer,2006
668,Negative,2445,Alberta,Female,Mule Deer,2006
669,Negative,2449,Alberta,Female,Mule Deer,2006
670,Negative,2520,Alberta,Female,Mule Deer,2006
671,Negative,2522,Alberta,Female,Mule Deer,2006
672,Negative,2524,Alberta,Female,Mule Deer,2006
673,Negative,2580,Alberta,Female,Mule Deer,2006
674,Negative,2729,Alberta,Female,Mule Deer,2006
675,Negative,2812,Alberta,Female,Mule Deer,2006
676,Negative,2965,Alberta,Female,Mule Deer,2006
677,Negative,2966,Alberta,Female,Mule Deer,2006
678,Negative,3286,Alberta,Female,Mule Deer,2006
679,Negative,3287,Alberta,Female,Mule Deer,2006
680,Negative,10591,Alberta,Female,White-tailed Deer,2006
681,Negative,10601,Alberta,Female,White-tailed Deer,2006
682,Negative,10623,Alberta,Female,White-tailed Deer,2006
683,Negative,10661,Alberta,Female,White-tailed Deer,2006
684,Negative,10662,Alberta,Female,White-tailed Deer,2006
685,Negative,10670,Alberta,Female,White-tailed Deer,2006
686,Negative,10671,Alberta,Female,White-tailed Deer,2006
687,Negative,10672,Alberta,Female,White-tailed Deer,2006
688,Negative,10674,Alberta,Female,White-tailed Deer,2006
689,Negative,10675,Alberta,Female,White-tailed Deer,2006
690,Negative,10703,Alberta,Female,White-tailed Deer,2006
691,Negative,10704,Alberta,Female,White-tailed Deer,2006
692,Negative,14625,Alberta,Male,Mule Deer,2006
693,Negative,14657,Alberta,Male,Mule Deer,2006
694,Negative,14661,Alberta,Male,Mule Deer,2006
695,Negative,14678,Alberta,Male,Mule Deer,2006
696,Negative,14727,Alberta,Male,Mule Deer,2006
697,Negative,14736,Alberta,Male,Mule Deer,2006
698,Negative,14785,Alberta,Male,Mule Deer,2006
699,Negative,14807,Alberta,Male,Mule Deer,2006
700,Negative,15029,Alberta,Male,Mule Deer,2006
701,Negative,15266,Alberta,Male,Mule Deer,2006
702,Negative,20003,Alberta,Male,White-tailed Deer,2006
703,Negative,20019,Alberta,Male,White-tailed Deer,2006
704,Negative,20024,Alberta,Male,White-tailed Deer,2006
705,Negative,20031,Alberta,Male,White-tailed Deer,2006
706,Negative,20046,Alberta,Male,White-tailed Deer,2006
707,Negative,20063,Alberta,Male,White-tailed Deer,2006
708,Negative,20117,Alberta,Male,White-tailed Deer,2006
709,Negative,20178,Alberta,Male,White-tailed Deer,2006
710,Negative,20449,Alberta,Male,White-tailed Deer,2006
711,Negative,20416,Alberta,Male,White-tailed Deer,2006
712,Negative,15173,Alberta,Male,Mule Deer,2006
713,Negative,20445,Alberta,Male,White-tailed Deer,2006
714,Negative,3139,Alberta,Female,Mule Deer,2006
715,Negative,15167,Alberta,Male,Mule Deer,2006
716,Negative,20352,Alberta,Male,White-tailed Deer,2006
717,Negative,15166,Alberta,Male,Mule Deer,2006
718,Negative,11061,Alberta,Female,White-tailed Deer,2006
719,Negative,2247,Alberta,Female,Mule Deer,2006
720,Negative,2248,Alberta,Female,Mule Deer,2006
721,Negative,2267,Alberta,Female,Mule Deer,2006
722,Negative,2275,Alberta,Female,Mule Deer,2006
723,Negative,2276,Alberta,Female,Mule Deer,2006
724,Negative,2278,Alberta,Female,Mule Deer,2006
725,Negative,2283,Alberta,Female,Mule Deer,2006
726,Negative,2284,Alberta,Female,Mule Deer,2006
727,Negative,2285,Alberta,Female,Mule Deer,2006
728,Negative,2300,Alberta,Female,Mule Deer,2006
729,Negative,2341,Alberta,Female,Mule Deer,2006
730,Negative,2369,Alberta,Female,Mule Deer,2006
731,Negative,2419,Alberta,Female,Mule Deer,2006
732,Negative,2429,Alberta,Female,Mule Deer,2006
733,Negative,2450,Alberta,Female,Mule Deer,2006
734,Negative,2451,Alberta,Female,Mule Deer,2006
735,Negative,2455,Alberta,Female,Mule Deer,2006
736,Negative,2518,Alberta,Female,Mule Deer,2006
737,Negative,2519,Alberta,Female,Mule Deer,2006
738,Negative,2521,Alberta,Female,Mule Deer,2006
739,Negative,2590,Alberta,Female,Mule Deer,2006
740,Negative,2640,Alberta,Female,Mule Deer,2006
741,Negative,2694,Alberta,Female,Mule Deer,2006
742,Negative,2695,Alberta,Female,Mule Deer,2006
743,Negative,2714,Alberta,Female,Mule Deer,2006
744,Negative,2781,Alberta,Female,Mule Deer,2006
745,Negative,2821,Alberta,Female,Mule Deer,2006
746,Negative,2825,Alberta,Female,Mule Deer,2006
747,Negative,2834,Alberta,Female,Mule Deer,2006
748,Negative,2959,Alberta,Female,Mule Deer,2006
749,Negative,3120,Alberta,Female,Mule Deer,2006
750,Negative,3316,Alberta,Female,Mule Deer,2006
751,Negative,10585,Alberta,Female,White-tailed Deer,2006
752,Negative,10587,Alberta,Female,White-tailed Deer,2006
753,Negative,10592,Alberta,Female,White-tailed Deer,2006
754,Negative,10595,Alberta,Female,White-tailed Deer,2006
755,Negative,10621,Alberta,Female,White-tailed Deer,2006
756,Negative,10664,Alberta,Female,White-tailed Deer,2006
757,Negative,10665,Alberta,Female,White-tailed Deer,2006
758,Negative,10673,Alberta,Female,White-tailed Deer,2006
759,Negative,10699,Alberta,Female,White-tailed Deer,2006
760,Negative,10700,Alberta,Female,White-tailed Deer,2006
761,Negative,10734,Alberta,Female,White-tailed Deer,2006
762,Negative,10739,Alberta,Female,White-tailed Deer,2006
763,Negative,10823,Alberta,Female,White-tailed Deer,2006
764,Negative,10828,Alberta,Female,White-tailed Deer,2006
765,Negative,14617,Alberta,Male,Mule Deer,2006
766,Negative,14621,Alberta,Male,Mule Deer,2006
767,Negative,14630,Alberta,Male,Mule Deer,2006
768,Negative,14631,Alberta,Male,Mule Deer,2006
769,Negative,14659,Alberta,Male,Mule Deer,2006
770,Negative,14671,Alberta,Male,Mule Deer,2006
771,Negative,14676,Alberta,Male,Mule Deer,2006
772,Negative,14693,Alberta,Male,Mule Deer,2006
773,Negative,14718,Alberta,Male,Mule Deer,2006
774,Negative,14726,Alberta,Male,Mule Deer,2006
775,Negative,14737,Alberta,Male,Mule Deer,2006
776,Negative,14782,Alberta,Male,Mule Deer,2006
777,Negative,14879,Alberta,Male,Mule Deer,2006
778,Negative,14932,Alberta,Male,Mule Deer,2006
779,Negative,14934,Alberta,Male,Mule Deer,2006
780,Negative,14936,Alberta,Male,Mule Deer,2006
781,Negative,15207,Alberta,Male,Mule Deer,2006
782,Negative,20064,Alberta,Male,White-tailed Deer,2006
783,Negative,20066,Alberta,Male,White-tailed Deer,2006
784,Negative,20079,Alberta,Male,White-tailed Deer,2006
785,Negative,20083,Alberta,Male,White-tailed Deer,2006
786,Negative,20093,Alberta,Male,White-tailed Deer,2006
787,Negative,20105,Alberta,Male,White-tailed Deer,2006
788,Negative,20187,Alberta,Male,White-tailed Deer,2006
789,Negative,20350,Alberta,Male,White-tailed Deer,2006
790,Negative,15260,Alberta,Male,Mule Deer,2006
791,Negative,3153,Alberta,Female,Mule Deer,2006
792,Negative,10993,Alberta,Female,White-tailed Deer,2006
793,Negative,20392,Alberta,Male,White-tailed Deer,2006
794,Negative,3161,Alberta,Female,Mule Deer,2006
795,Negative,2260,Alberta,Female,Mule Deer,2006
796,Negative,2266,Alberta,Female,Mule Deer,2006
797,Negative,2277,Alberta,Female,Mule Deer,2006
798,Negative,2328,Alberta,Female,Mule Deer,2006
799,Negative,2329,Alberta,Female,Mule Deer,2006
800,Negative,2373,Alberta,Female,Mule Deer,2006
801,Negative,2374,Alberta,Female,Mule Deer,2006
802,Negative,2375,Alberta,Female,Mule Deer,2006
803,Negative,2414,Alberta,Female,Mule Deer,2006
804,Negative,2454,Alberta,Female,Mule Deer,2006
805,Negative,2583,Alberta,Female,Mule Deer,2006
806,Negative,2591,Alberta,Female,Mule Deer,2006
807,Negative,2599,Alberta,Female,Mule Deer,2006
808,Negative,2627,Alberta,Female,Mule Deer,2006
809,Negative,2811,Alberta,Female,Mule Deer,2006
810,Negative,2813,Alberta,Female,Mule Deer,2006
811,Negative,2816,Alberta,Female,Mule Deer,2006
812,Negative,2957,Alberta,Female,Mule Deer,2006
813,Negative,2960,Alberta,Female,Mule Deer,2006
814,Negative,2967,Alberta,Female,Mule Deer,2006
815,Negative,3081,Alberta,Female,Mule Deer,2006
816,Negative,3122,Alberta,Female,Mule Deer,2006
817,Negative,3167,Alberta,Female,Mule Deer,2006
818,Negative,10588,Alberta,Female,White-tailed Deer,2006
819,Negative,10639,Alberta,Female,White-tailed Deer,2006
820,Negative,10640,Alberta,Female,White-tailed Deer,2006
821,Negative,10641,Alberta,Female,White-tailed Deer,2006
822,Negative,10659,Alberta,Female,White-tailed Deer,2006
823,Negative,10663,Alberta,Female,White-tailed Deer,2006
824,Negative,10705,Alberta,Female,White-tailed Deer,2006
825,Negative,10744,Alberta,Female,White-tailed Deer,2006
826,Negative,10747,Alberta,Female,White-tailed Deer,2006
827,Negative,10887,Alberta,Female,White-tailed Deer,2006
828,Negative,10898,Alberta,Female,White-tailed Deer,2006
829,Negative,11098,Alberta,Female,White-tailed Deer,2006
830,Negative,14629,Alberta,Male,Mule Deer,2006
831,Negative,14642,Alberta,Male,Mule Deer,2006
832,Negative,14658,Alberta,Male,Mule Deer,2006
833,Negative,14781,Alberta,Male,Mule Deer,2006
834,Negative,14804,Alberta,Male,Mule Deer,2006
835,Negative,14878,Alberta,Male,Mule Deer,2006
836,Negative,15028,Alberta,Male,Mule Deer,2006
837,Negative,15193,Alberta,Male,Mule Deer,2006
838,Negative,20001,Alberta,Male,White-tailed Deer,2006
839,Negative,20032,Alberta,Male,White-tailed Deer,2006
840,Negative,20061,Alberta,Male,White-tailed Deer,2006
841,Negative,20065,Alberta,Male,White-tailed Deer,2006
842,Negative,20080,Alberta,Male,White-tailed Deer,2006
843,Negative,20081,Alberta,Male,White-tailed Deer,2006
844,Negative,20090,Alberta,Male,White-tailed Deer,2006
845,Negative,20120,Alberta,Male,White-tailed Deer,2006
846,Negative,20185,Alberta,Male,White-tailed Deer,2006
847,Negative,20257,Alberta,Male,White-tailed Deer,2006
848,Negative,20258,Alberta,Male,White-tailed Deer,2006
